,metric,train/val,epoch,mean,median,min,max,std
0,auc,train,1,0.7491533756256104,0.7491533756256104,0.7049753069877625,0.7933314442634583,0.06247722382709399
1,auc,train,2,0.9029493033885956,0.9029493033885956,0.8889630436897278,0.9169355630874634,0.01977955815301108
2,auc,val,1,0.8770019114017487,0.8770019114017487,0.8568925261497498,0.8971112966537476,0.028438965354362345
3,auc,val,2,0.9230512082576752,0.9230512082576752,0.922939658164978,0.9231627583503723,0.00015775565397627635
4,binary_accuracy,train,1,0.6728886067867279,0.6728886067867279,0.6291309595108032,0.7166462540626526,0.0618826582351508
5,binary_accuracy,train,2,0.8329253196716309,0.8329253196716309,0.8255813717842102,0.8402692675590515,0.01038591070375153
6,binary_accuracy,val,1,0.7776497900485992,0.7776497900485992,0.764976978302002,0.7903226017951965,0.01792206224543896
7,binary_accuracy,val,2,0.8444700241088867,0.8444700241088867,0.8387096524238586,0.8502303957939148,0.008146395761276664
8,loss,train,1,0.6081130802631378,0.6081130802631378,0.5619704723358154,0.6542556881904602,0.06525550193408361
9,loss,train,2,0.3988447040319443,0.3988447040319443,0.371866911649704,0.42582249641418457,0.03815235986984979
10,loss,val,1,0.4825601875782013,0.4825601875782013,0.4228450655937195,0.5422753095626831,0.08444993538921795
11,loss,val,2,0.3845503330230713,0.3845503330230713,0.3791329562664032,0.3899677097797394,0.007661327681764784
