,metric,train/val,run,epoch,value
0,loss,train,1,1,0.7171391248703003
1,loss,train,1,2,0.6052554249763489
2,binary_accuracy,train,1,1,0.565891444683075
3,binary_accuracy,train,1,2,0.6937984228134155
4,auc,train,1,1,0.5796922445297241
5,auc,train,1,2,0.7474355697631836
6,loss,val,1,1,0.641908586025238
7,loss,val,1,2,0.5550276637077332
8,binary_accuracy,val,1,1,0.5194174647331238
9,binary_accuracy,val,1,2,0.737864077091217
10,auc,val,1,1,0.8346549868583679
11,auc,val,1,2,0.8294628262519836
12,loss,train,2,1,0.7144619226455688
13,loss,train,2,2,0.6938005685806274
14,binary_accuracy,train,2,1,0.5439276695251465
15,binary_accuracy,train,2,2,0.514211893081665
16,auc,train,2,1,0.5654021501541138
17,auc,train,2,2,0.5136280655860901
18,loss,val,2,1,0.7150728702545166
19,loss,val,2,2,0.6839765310287476
20,binary_accuracy,val,2,1,0.4805825352668762
21,binary_accuracy,val,2,2,0.5194174647331238
22,auc,val,2,1,0.5399792194366455
23,auc,val,2,2,0.8390918970108032
