,metric,train/val,run,epoch,value
0,loss,train,1,1,0.5429253578186035
1,loss,train,1,2,0.3869858682155609
2,loss,train,1,3,0.2901332676410675
3,loss,train,1,4,0.25425654649734497
4,binary_accuracy,train,1,1,0.7458766102790833
5,binary_accuracy,train,1,2,0.8417837619781494
6,binary_accuracy,train,1,3,0.8766035437583923
7,binary_accuracy,train,1,4,0.8961514830589294
8,auc,train,1,1,0.8172571659088135
9,auc,train,1,2,0.9076954126358032
10,auc,train,1,3,0.9490370154380798
11,auc,train,1,4,0.9599990844726562
12,loss,val,1,1,0.4908958971500397
13,loss,val,1,2,0.3115561902523041
14,loss,val,1,3,0.383454829454422
15,loss,val,1,4,0.24573880434036255
16,binary_accuracy,val,1,1,0.8027523159980774
17,binary_accuracy,val,1,2,0.8990825414657593
18,binary_accuracy,val,1,3,0.85550457239151
19,binary_accuracy,val,1,4,0.9174311757087708
20,auc,val,1,1,0.9096390604972839
21,auc,val,1,2,0.9390087723731995
22,auc,val,1,3,0.9549195766448975
23,auc,val,1,4,0.9673683047294617
24,loss,train,1,1,0.6227946877479553
25,loss,train,1,2,0.38798657059669495
26,loss,train,1,3,0.28703373670578003
27,loss,train,1,4,0.22236758470535278
28,binary_accuracy,train,1,1,0.64752596616745
29,binary_accuracy,train,1,2,0.8320097923278809
30,binary_accuracy,train,1,3,0.8918753862380981
31,binary_accuracy,train,1,4,0.9187538027763367
32,auc,train,1,1,0.7224571704864502
33,auc,train,1,2,0.9087240695953369
34,auc,train,1,3,0.9499686360359192
35,auc,train,1,4,0.9693875908851624
36,loss,val,1,1,0.44880229234695435
37,loss,val,1,2,0.3305496871471405
38,loss,val,1,3,0.3076542913913727
39,loss,val,1,4,0.3414173722267151
40,binary_accuracy,val,1,1,0.8188073635101318
41,binary_accuracy,val,1,2,0.8738532066345215
42,binary_accuracy,val,1,3,0.8876146674156189
43,binary_accuracy,val,1,4,0.8876146674156189
44,auc,val,1,1,0.8943175673484802
45,auc,val,1,2,0.9338524341583252
46,auc,val,1,3,0.9469220638275146
47,auc,val,1,4,0.9517836570739746
48,loss,train,1,1,0.6982458233833313
49,loss,train,1,2,0.5086628794670105
50,loss,train,1,3,0.4271807372570038
51,loss,train,1,4,0.3698764443397522
52,binary_accuracy,train,1,1,0.5931582450866699
53,binary_accuracy,train,1,2,0.778863787651062
54,binary_accuracy,train,1,3,0.817348837852478
55,binary_accuracy,train,1,4,0.8393402695655823
56,auc,train,1,1,0.6496021151542664
57,auc,train,1,2,0.8411803841590881
58,auc,train,1,3,0.8905987739562988
59,auc,train,1,4,0.9172078967094421
60,loss,val,1,1,0.49662014842033386
61,loss,val,1,2,0.39763495326042175
62,loss,val,1,3,0.4076751470565796
63,loss,val,1,4,0.4034879207611084
64,binary_accuracy,val,1,1,0.7798165082931519
65,binary_accuracy,val,1,2,0.8348624110221863
66,binary_accuracy,val,1,3,0.7981651425361633
67,binary_accuracy,val,1,4,0.7935779690742493
68,auc,val,1,1,0.8560243844985962
69,auc,val,1,2,0.9099021553993225
70,auc,val,1,3,0.9319688677787781
71,auc,val,1,4,0.9369567036628723
72,loss,train,1,1,0.690680742263794
73,loss,train,1,2,0.5565471053123474
74,loss,train,1,3,0.4027419984340668
75,loss,train,1,4,0.3195652365684509
76,binary_accuracy,train,1,1,0.6035430431365967
77,binary_accuracy,train,1,2,0.7202199101448059
78,binary_accuracy,train,1,3,0.8356750011444092
79,binary_accuracy,train,1,4,0.8808796405792236
80,auc,train,1,1,0.6613614559173584
81,auc,train,1,2,0.7967401146888733
82,auc,train,1,3,0.9071258902549744
83,auc,train,1,4,0.9400464296340942
84,loss,val,1,1,0.5356869697570801
85,loss,val,1,2,0.45230281352996826
86,loss,val,1,3,0.42691656947135925
87,loss,val,1,4,0.3236633539199829
88,binary_accuracy,val,1,1,0.7614678740501404
89,binary_accuracy,val,1,2,0.8325688242912292
90,binary_accuracy,val,1,3,0.8027523159980774
91,binary_accuracy,val,1,4,0.8692660331726074
92,auc,val,1,1,0.85203617811203
93,auc,val,1,2,0.8969167470932007
94,auc,val,1,3,0.909281313419342
95,auc,val,1,4,0.9427022933959961
96,loss,train,1,1,0.7168829441070557
97,loss,train,1,2,0.4846651554107666
98,loss,train,1,3,0.3465065360069275
99,loss,train,1,4,0.2587491273880005
100,binary_accuracy,train,1,1,0.5962125658988953
