,metric,train/val,epoch,mean,median,min,max,std
0,auc,train,1,0.5573359429836273,0.5573359429836273,0.55568927526474,0.5589826107025146,0.002328739820772428
1,auc,train,2,0.7563108205795288,0.7563108205795288,0.7475759387016296,0.765045702457428,0.012352988417451975
2,auc,val,1,0.7689276039600372,0.7689276039600372,0.7379401922225952,0.7999150156974792,0.043822817941929736
3,auc,val,2,0.8443783521652222,0.8443783521652222,0.8291324377059937,0.8596242666244507,0.021560978999021038
4,binary_accuracy,train,1,0.536821722984314,0.536821722984314,0.5297157764434814,0.5439276695251465,0.01004932597154353
5,binary_accuracy,train,2,0.6912144720554352,0.6912144720554352,0.6873385310173035,0.6950904130935669,0.005481408383084323
6,binary_accuracy,val,1,0.5898058116436005,0.5898058116436005,0.5194174647331238,0.6601941585540771,0.09954415483381847
7,binary_accuracy,val,2,0.7718446552753448,0.7718446552753448,0.7572815418243408,0.7864077687263489,0.020595352552787945
8,loss,train,1,0.7795989513397217,0.7795989513397217,0.7494223117828369,0.8097755908966064,0.04267621292819086
9,loss,train,2,0.60191410779953,0.60191410779953,0.5969012975692749,0.6069269180297852,0.007089184213229398
10,loss,val,1,0.6687462329864502,0.6687462329864502,0.6628394722938538,0.6746529936790466,0.008353421081162176
11,loss,val,2,0.5467594265937805,0.5467594265937805,0.5362003445625305,0.5573185086250305,0.014932797014803798
