,metric,train/val,run,epoch,value
0,loss,train,1,1,0.8097755908966064
1,loss,train,1,2,0.6069269180297852
2,binary_accuracy,train,1,1,0.5297157764434814
3,binary_accuracy,train,1,2,0.6873385310173035
4,auc,train,1,1,0.55568927526474
5,auc,train,1,2,0.7475759387016296
6,loss,val,1,1,0.6628394722938538
7,loss,val,1,2,0.5573185086250305
8,binary_accuracy,val,1,1,0.6601941585540771
9,binary_accuracy,val,1,2,0.7572815418243408
10,auc,val,1,1,0.7379401922225952
11,auc,val,1,2,0.8291324377059937
12,loss,train,2,1,0.7494223117828369
13,loss,train,2,2,0.5969012975692749
14,binary_accuracy,train,2,1,0.5439276695251465
15,binary_accuracy,train,2,2,0.6950904130935669
16,auc,train,2,1,0.5589826107025146
17,auc,train,2,2,0.765045702457428
18,loss,val,2,1,0.6746529936790466
19,loss,val,2,2,0.5362003445625305
20,binary_accuracy,val,2,1,0.5194174647331238
21,binary_accuracy,val,2,2,0.7864077687263489
22,auc,val,2,1,0.7999150156974792
23,auc,val,2,2,0.8596242666244507
