,metric,train/val,epoch,mean,median,min,max,std
0,auc,train,1,0.5065666139125824,0.5065666139125824,0.48248904943466187,0.5306441783905029,0.03405081823358789
1,auc,train,2,0.5124296098947525,0.5124296098947525,0.4960912764072418,0.5287679433822632,0.023105892804612116
2,auc,train,3,0.5013289898633957,0.5013289898633957,0.4868668019771576,0.5157911777496338,0.0204526222503058
3,auc,train,4,0.6156973540782928,0.6156973540782928,0.5911507606506348,0.6402439475059509,0.03471412533545234
4,auc,train,5,0.6564258933067322,0.6564258933067322,0.6452470421791077,0.6676047444343567,0.01580928287643635
5,auc,val,1,0.5988636016845703,0.5988636016845703,0.5363636016845703,0.6613636016845703,0.08838834764831845
6,auc,val,2,0.5590908825397491,0.5590908825397491,0.531818151473999,0.5863636136054993,0.038569466156137856
7,auc,val,3,0.5818181931972504,0.5818181931972504,0.5613636374473572,0.6022727489471436,0.028927110153815522
8,auc,val,4,0.5897727012634277,0.5897727012634277,0.5772727131843567,0.6022726893424988,0.017677652670924283
9,auc,val,5,0.6159090995788574,0.6159090995788574,0.6022727489471436,0.6295454502105713,0.019284712004644673
10,binary_accuracy,train,1,0.5413223206996918,0.5413223206996918,0.4876033067703247,0.5950413346290588,0.07597015805622011
11,binary_accuracy,train,2,0.557851254940033,0.557851254940033,0.43801653385162354,0.6776859760284424,0.16947188780642575
12,binary_accuracy,train,3,0.6776859760284424,0.6776859760284424,0.6776859760284424,0.6776859760284424,0.0
13,binary_accuracy,train,4,0.6694214940071106,0.6694214940071106,0.6611570119857788,0.6776859760284424,0.011687742560556024
14,binary_accuracy,train,5,0.702479362487793,0.702479362487793,0.6776859760284424,0.7272727489471436,0.03506314338797105
15,binary_accuracy,val,1,0.640625,0.640625,0.59375,0.6875,0.06629126073623882
16,binary_accuracy,val,2,0.6875,0.6875,0.6875,0.6875,0.0
17,binary_accuracy,val,3,0.6875,0.6875,0.6875,0.6875,0.0
18,binary_accuracy,val,4,0.671875,0.671875,0.65625,0.6875,0.02209708691207961
19,binary_accuracy,val,5,0.71875,0.71875,0.71875,0.71875,0.0
20,loss,train,1,0.9178762435913086,0.9178762435913086,0.8785770535469055,0.9571754336357117,0.055577447551072544
21,loss,train,2,0.667050689458847,0.667050689458847,0.6359661221504211,0.698135256767273,0.043960216668075244
22,loss,train,3,0.6511955559253693,0.6511955559253693,0.6496578454971313,0.6527332663536072,0.0021746509426165996
23,loss,train,4,0.6100614666938782,0.6100614666938782,0.6000020503997803,0.6201208829879761,0.01422616295267015
24,loss,train,5,0.6214801371097565,0.6214801371097565,0.6134072542190552,0.6295530200004578,0.011416780471479487
25,loss,val,1,0.6595255136489868,0.6595255136489868,0.6359310746192932,0.6831199526786804,0.03336757567237778
26,loss,val,2,0.636487752199173,0.636487752199173,0.6275713443756104,0.6454041600227356,0.01260970487173183
27,loss,val,3,0.6207258701324463,0.6207258701324463,0.6143315434455872,0.6271201968193054,0.009042943522800401
28,loss,val,4,0.6216355562210083,0.6216355562210083,0.6167812347412109,0.6264898777008057,0.006865047272848463
29,loss,val,5,0.6116616129875183,0.6116616129875183,0.6032842397689819,0.6200389862060547,0.01184739482271529
