,metric,train/val,epoch,mean,median,min,max,std
0,auc,train,0,0.91458505,0.91482687,0.885282,0.93495315,0.015099259132725739
1,auc,train,1,0.98125696,0.981446,0.9751646,0.98585933,0.003476083348234555
2,auc,train,2,0.9889497,0.9892131,0.986345,0.9921594,0.002105461076725745
3,auc,train,3,0.99347353,0.9933711,0.9919585,0.9952855,0.001145287499886279
4,auc,train,4,0.99540776,0.9952968,0.9936288,0.9969656,0.0010161117364851497
5,auc,val,0,0.9793424,0.98040426,0.97030944,0.9849593,0.004480426297712569
6,auc,val,1,0.98803884,0.9875572,0.98397624,0.991629,0.0021228899893925395
7,auc,val,2,0.9918447,0.9927505,0.98497254,0.9942778,0.0028626842058391503
8,auc,val,3,0.9936628,0.99395967,0.9912791,0.9956227,0.001347498476788159
9,auc,val,4,0.9941775,0.99400806,0.9911329,0.99589515,0.0013472823581345116
10,binary_accuracy,train,0,0.8273474,0.8290607,0.78892577,0.8488755,0.018879004964853653
11,binary_accuracy,train,1,0.9375013,0.93927443,0.92434734,0.9472094,0.007110069752014472
12,binary_accuracy,train,2,0.95344913,0.95299256,0.9470721,0.96213824,0.005265783295354263
13,binary_accuracy,train,3,0.9655042,0.96537995,0.96102417,0.9719695,0.0035632964811226926
14,binary_accuracy,train,4,0.9725417,0.9724544,0.9665974,0.9773918,0.00336086608985753
15,binary_accuracy,val,0,0.92344826,0.92680186,0.8941173,0.9377943,0.015433506960067195
16,binary_accuracy,val,1,0.9513445,0.952242,0.9394166,0.959833,0.00571766460797652
17,binary_accuracy,val,2,0.96043295,0.9639061,0.9403193,0.97046673,0.01032436487230145
18,binary_accuracy,val,3,0.9672925,0.9687947,0.95886326,0.9748852,0.006069424038993556
19,binary_accuracy,val,4,0.96902627,0.97005045,0.95922875,0.9762149,0.005637630857676728
20,loss,train,0,0.37505808,0.3748029,0.32969204,0.4276023,0.030896275194717156
21,loss,train,1,0.1714914,0.17077881,0.1478962,0.20160843,0.01688647658782455
22,loss,train,2,0.12859583,0.12804955,0.106184,0.14475225,0.013920176235825811
23,loss,train,3,0.09644826,0.09755606,0.07847439,0.10931834,0.009840502152708484
24,loss,train,4,0.077985294,0.07918384,0.0631248,0.094115354,0.009809640718368155
25,loss,val,0,0.21781066,0.21841085,0.1759784,0.253658,0.026718106427390965
26,loss,val,1,0.13904418,0.13814409,0.12101781,0.16462211,0.012732548478755922
27,loss,val,2,0.11396894,0.10626012,0.090032846,0.16015147,0.02540594526918705
28,loss,val,3,0.09675194,0.0954044,0.078495085,0.11929121,0.014326545801647855
29,loss,val,4,0.09170368,0.09003644,0.07187805,0.12468083,0.015182733779784328
