,metric,train/val,run,epoch,value
0,loss,train,1,1,0.6016765832901001
1,loss,train,1,2,0.44708794355392456
2,loss,train,1,3,0.35741710662841797
3,loss,train,1,4,0.2944191098213196
4,loss,train,1,5,0.26480042934417725
5,binary_accuracy,train,1,1,0.6781326532363892
6,binary_accuracy,train,1,2,0.7936117649078369
7,binary_accuracy,train,1,3,0.8550368547439575
8,binary_accuracy,train,1,4,0.8906633853912354
9,binary_accuracy,train,1,5,0.9127764105796814
10,auc,train,1,1,0.7503539323806763
11,auc,train,1,2,0.8793994784355164
12,auc,train,1,3,0.9262558221817017
13,auc,train,1,4,0.9469847679138184
14,auc,train,1,5,0.9581607580184937
15,loss,val,1,1,0.5427876114845276
16,loss,val,1,2,0.38104233145713806
17,loss,val,1,3,0.3259534537792206
18,loss,val,1,4,0.32345443964004517
19,loss,val,1,5,0.2744375467300415
20,binary_accuracy,val,1,1,0.7274826765060425
21,binary_accuracy,val,1,2,0.8290992975234985
22,binary_accuracy,val,1,3,0.8729792237281799
23,binary_accuracy,val,1,4,0.8914549946784973
24,binary_accuracy,val,1,5,0.9053117632865906
25,auc,val,1,1,0.8776461482048035
26,auc,val,1,2,0.909112274646759
27,auc,val,1,3,0.9366623163223267
28,auc,val,1,4,0.9455612301826477
29,auc,val,1,5,0.9608834981918335
30,loss,train,2,1,0.5452147126197815
31,loss,train,2,2,0.3748926520347595
32,loss,train,2,3,0.32234740257263184
33,loss,train,2,4,0.2980859875679016
34,loss,train,2,5,0.2526787519454956
35,binary_accuracy,train,2,1,0.727886974811554
36,binary_accuracy,train,2,2,0.8581081032752991
37,binary_accuracy,train,2,3,0.8667076230049133
38,binary_accuracy,train,2,4,0.8802211284637451
39,binary_accuracy,train,2,5,0.9078624248504639
40,auc,train,2,1,0.8041277527809143
41,auc,train,2,2,0.9151545763015747
42,auc,train,2,3,0.9364105463027954
43,auc,train,2,4,0.9460452198982239
44,auc,train,2,5,0.9603352546691895
45,loss,val,2,1,0.4458906352519989
46,loss,val,2,2,0.35179227590560913
47,loss,val,2,3,0.3227405250072479
48,loss,val,2,4,0.32637545466423035
49,loss,val,2,5,0.28468549251556396
50,binary_accuracy,val,2,1,0.8198614120483398
51,binary_accuracy,val,2,2,0.8568129539489746
52,binary_accuracy,val,2,3,0.8683602809906006
53,binary_accuracy,val,2,4,0.8637413382530212
54,binary_accuracy,val,2,5,0.8914549946784973
55,auc,val,2,1,0.8944302201271057
56,auc,val,2,2,0.9315406680107117
57,auc,val,2,3,0.939393937587738
58,auc,val,2,4,0.9418374300003052
59,auc,val,2,5,0.9485809803009033
