,FL_overall,FL_client_1,FL_client_2,FL_client_3,FL_client_4,FL_client_5,AD_overall,OMPC_client_1,OMPC_client_2,OMPC_client_3,OMPC_client_4,OMPC_client_5
mean,0.98697829246521,0.9879042387008667,0.9855635166168213,0.9893957138061523,0.9861905932426452,0.9875895380973816,0.9917669177055359,0.9804976582527161,0.9663473963737488,0.9405288219451904,0.9518882393836975,0.9362147212028503
sd,0.003736360983328345,0.0036835956211663866,0.003630826069451197,0.004343125495486778,0.003571992538026869,0.004454440786050886,0.0014955690279762027,0.00482605923072605,0.009284368229953073,0.011573387295437353,0.009567067711716568,0.011136342435102756
