,client_1,client_2,mean,sum
WG_AUC_FL_norm,0.010743613534684275,0.005311821971277268,0.008027717752980772,0.016055435505961543
WG_AUC_FL_client_norm,0.00940758554519874,0.004754249010967879,0.007080917278083309,0.014161834556166618
