,client_1,client_2,client_3,client_4,client_5,mean,sum
WG_AUC_FL_norm,0.023743612365421617,0.019684550709468257,0.013952206389625984,0.025334340946776918,0.02179111955307997,0.02090116599287455,0.10450582996437274
WG_AUC_FL_client_norm,0.02427800706813872,0.018154629695418565,0.01450405822408105,0.026847035163000275,0.02103861263892113,0.020964468557911946,0.10482234278955974
