,client_1,client_2,client_3,client_4,client_5,mean,sum
WG_AUC_FL_norm,0.016709278336721714,0.019350175203180598,0.1365589934557533,0.07239178256647122,0.0536588699377725,0.05973381989997987,0.29866909949989934
WG_AUC_FL_client_norm,0.0126658479693647,0.02169542792912642,0.1388519880215043,0.07600061068963694,0.04736037329212809,0.05931484958035209,0.29657424790176046
