,client_1,client_2,mean,sum
WG_AUC_FL_norm,0.012382856176576657,0.00977024795507566,0.011076552065826159,0.022153104131652317
WG_AUC_FL_client_norm,0.011483398639972518,0.010695176768028144,0.01108928770400033,0.02217857540800066
