,client_1,client_2,client_3,client_4,client_5,mean,sum
WG_AUC_FL_norm,0.060854157958269685,0.03722090999383236,0.05090154196969225,0.054344255262451874,0.04483756768793583,0.049631686574436396,0.24815843287218198
WG_AUC_FL_client_norm,0.06309079045863171,0.035498311008319273,0.04657815656055909,0.05664859235510046,0.03423825515453105,0.047210821107428316,0.23605410553714157
