,client_1,client_2,mean,sum
WG_AUC_FL_norm,0.005081492161720295,0.058601194036266055,0.031841343098993176,0.06368268619798635
WG_AUC_FL_client_norm,0.0033322179469137286,0.06055063522335559,0.03194142658513466,0.06388285317026932
