,client_1,client_2,mean,sum
WG_AUC_FL_norm,0.0002169984502793542,0.0328219250760807,0.016519461763180025,0.03303892352636005
WG_AUC_FL_client_norm,0.00044029246773548143,0.03188545097409982,0.01616287172091765,0.0323257434418353
