,client_1,client_2,client_3,client_4,client_5,mean,sum
WG_AUC_FL_norm,0.019288387409582657,0.018419043195633374,0.01758169683597704,0.03129324569972844,0.01870149797936541,0.021056774224057384,0.10528387112028692
WG_AUC_FL_client_norm,0.019288387409582657,0.018419043195633374,0.01758169683597704,0.03129324569972844,0.01870149797936541,0.021056774224057384,0.10528387112028692
