,client_1,client_2,client_3,client_4,client_5,mean,sum
WG_AUC_FL_norm,0.006609535635243262,0.021349357559071733,0.0493865466280484,0.03686362708318743,0.05422214595935697,0.03368624257298156,0.1684312128649078
WG_AUC_FL_client_norm,0.007553899171314173,0.01988531279246123,0.05195682548026122,0.036036114787127635,0.05487503638964875,0.034061437724162605,0.170307188620813
