,client_1,client_2,client_3,client_4,client_5,mean,sum
WG_AUC_FL_norm,0.011106253715694887,0.014143190967066854,0.059754771864435466,0.05161308528013902,0.06023779082170305,0.03937101852980786,0.19685509264903928
WG_AUC_FL_client_norm,0.011106253715694887,0.014143190967066854,0.059754771864435466,0.05161308528013902,0.06023779082170305,0.03937101852980786,0.19685509264903928
