,metric,train/val,run,epoch,value
0,binary_accuracy,train,1,0,0.6726794
1,auc,train,1,0,0.7433023
2,loss,train,1,0,0.6112298
3,binary_accuracy,val,1,0,0.71926135
4,auc,val,1,0,0.8861033
5,loss,val,1,0,0.6724889
6,binary_accuracy,train,1,1,0.7955094
7,auc,train,1,1,0.86273944
8,loss,train,1,1,0.4791805
9,binary_accuracy,val,1,1,0.8525
10,auc,val,1,1,0.93224704
11,loss,val,1,1,0.37314352
12,binary_accuracy,train,1,2,0.8546414
13,auc,train,1,2,0.92608726
14,loss,train,1,2,0.35228682
15,binary_accuracy,val,1,2,0.88863635
16,auc,val,1,2,0.95747733
17,loss,val,1,2,0.2701863
18,binary_accuracy,train,1,3,0.8853156
19,auc,train,1,3,0.9461924
20,loss,train,1,3,0.3006875
21,binary_accuracy,val,1,3,0.9105682
22,auc,val,1,3,0.9694145
23,loss,val,1,3,0.23121531
24,binary_accuracy,train,1,4,0.9055524
25,auc,train,1,4,0.95904785
26,loss,train,1,4,0.26223123
27,binary_accuracy,val,1,4,0.92789763
28,auc,val,1,4,0.97569966
29,loss,val,1,4,0.20497197
30,binary_accuracy,train,2,0,0.657977
31,auc,train,2,0,0.7261988
32,loss,train,2,0,0.62358356
33,binary_accuracy,val,2,0,0.6622727
34,auc,val,2,0,0.82578427
35,loss,val,2,0,0.6572811
36,binary_accuracy,train,2,1,0.7742754
37,auc,train,2,1,0.86045444
38,loss,train,2,1,0.47852957
39,binary_accuracy,val,2,1,0.8433523
40,auc,val,2,1,0.92304873
41,loss,val,2,1,0.3883288
42,binary_accuracy,train,2,2,0.828533
43,auc,train,2,2,0.9082457
44,loss,train,2,2,0.39371118
45,binary_accuracy,val,2,2,0.8791477
46,auc,val,2,2,0.947797
47,loss,val,2,2,0.30086148
48,binary_accuracy,train,2,3,0.8759147
49,auc,train,2,3,0.93978995
50,loss,train,2,3,0.31886742
51,binary_accuracy,val,2,3,0.9075568
52,auc,val,2,3,0.96620536
53,loss,val,2,3,0.24623235
54,binary_accuracy,train,2,4,0.900825
55,auc,train,2,4,0.9564515
56,loss,train,2,4,0.2706392
57,binary_accuracy,val,2,4,0.92346585
58,auc,val,2,4,0.9744462
