,metric,train/val,run,epoch,value
0,loss,train,1,1,0.4126830995082855
1,loss,train,1,2,0.3173985779285431
2,binary_accuracy,train,1,1,0.8539944887161255
3,binary_accuracy,train,1,2,0.8870523571968079
4,loss,val,1,1,0.3585578203201294
5,loss,val,1,2,0.39934617280960083
6,binary_accuracy,val,1,1,0.8865979313850403
7,binary_accuracy,val,1,2,0.8865979313850403
8,loss,train,1,1,0.5736483931541443
9,loss,train,1,2,0.48896124958992004
10,binary_accuracy,train,1,1,0.8029196858406067
11,binary_accuracy,train,1,2,0.8053528070449829
12,loss,val,1,1,0.4908011555671692
13,loss,val,1,2,0.4685550034046173
14,binary_accuracy,val,1,1,0.8073394298553467
15,binary_accuracy,val,1,2,0.8073394298553467
16,loss,train,2,1,0.3790168762207031
17,loss,train,2,2,0.3382228910923004
18,binary_accuracy,train,2,1,0.8595041036605835
19,binary_accuracy,train,2,2,0.8870523571968079
20,loss,val,2,1,0.4088785946369171
21,loss,val,2,2,0.3638201057910919
22,binary_accuracy,val,2,1,0.8865979313850403
23,binary_accuracy,val,2,2,0.8865979313850403
