,metric,train/val,epoch,mean,median,min,max,std
0,binary_accuracy,train,1,0.5807493627071381,0.5807493627071381,0.538759708404541,0.6227390170097351,0.05938233859409053
1,binary_accuracy,train,2,0.6808785498142242,0.6808785498142242,0.6253229975700378,0.7364341020584106,0.07856741544885544
2,binary_accuracy,val,1,0.6334951519966125,0.6334951519966125,0.5,0.7669903039932251,0.18879065446466722
3,binary_accuracy,val,2,0.7815533876419067,0.7815533876419067,0.7572815418243408,0.8058252334594727,0.0343255735390304
4,loss,train,1,0.6954864859580994,0.6954864859580994,0.6625099182128906,0.7284630537033081,0.04663590934578935
5,loss,train,2,0.6100382208824158,0.6100382208824158,0.5603510141372681,0.6597254276275635,0.07026832165542381
6,loss,val,1,0.6253909170627594,0.6253909170627594,0.562179446220398,0.6886023879051208,0.08939451936281902
7,loss,val,2,0.5918830931186676,0.5918830931186676,0.5769513249397278,0.6068148612976074,0.021116709068867704
