,metric,train/val,epoch,mean,median,min,max,std
0,auc,train,0,0.7109425,0.7109425,0.7050796,0.7168054,0.00829138092015414
1,auc,train,1,0.8345516,0.8345516,0.82217,0.8469331,0.01751016109494199
2,auc,train,2,0.8827723,0.8827723,0.87188697,0.8936576,0.015394178565452556
3,auc,val,0,0.8296623,0.8296623,0.8077315,0.8515931,0.031014812147954145
4,auc,val,1,0.8830873,0.8830873,0.8736406,0.89253396,0.013359623747286168
5,auc,val,2,0.90753496,0.90753496,0.903494,0.911576,0.005714817630137654
6,binary_accuracy,train,0,0.64151716,0.64151716,0.62496406,0.65807027,0.02340962406840587
7,binary_accuracy,train,1,0.7738342,0.7738342,0.76345044,0.784218,0.01468488925186272
8,binary_accuracy,train,2,0.8208573,0.8208573,0.8082138,0.83350074,0.01788058974650424
9,binary_accuracy,val,0,0.6984625,0.6984625,0.629278,0.767647,0.09784167503506942
10,binary_accuracy,val,1,0.7803476,0.7803476,0.7486631,0.8120321,0.04480863272859954
11,binary_accuracy,val,2,0.83676463,0.83676463,0.8244652,0.84906405,0.017394004380445968
12,loss,train,0,0.6539468,0.6539468,0.64716,0.66073364,0.009598017517688876
13,loss,train,1,0.52892995,0.52892995,0.5193151,0.53854483,0.013597458413433143
14,loss,train,2,0.44820577,0.44820577,0.4345659,0.4618456,0.019289664259344703
15,loss,val,0,0.6288068,0.6288068,0.59670526,0.66090834,0.045398435726660996
16,loss,val,1,0.4753222,0.4753222,0.44834548,0.5022989,0.03815082150987915
17,loss,val,2,0.39629912,0.39629912,0.38209283,0.41050544,0.020090749408991266
