,metric,train/val,run,epoch,value
0,binary_accuracy,train,1,0,0.62496406
1,auc,train,1,0,0.7050796
2,loss,train,1,0,0.66073364
3,binary_accuracy,val,1,0,0.629278
4,auc,val,1,0,0.8077315
5,loss,val,1,0,0.66090834
6,binary_accuracy,train,1,1,0.784218
7,auc,train,1,1,0.8469331
8,loss,train,1,1,0.5193151
9,binary_accuracy,val,1,1,0.8120321
10,auc,val,1,1,0.89253396
11,loss,val,1,1,0.44834548
12,binary_accuracy,train,1,2,0.83350074
13,auc,train,1,2,0.8936576
14,loss,train,1,2,0.4345659
15,binary_accuracy,val,1,2,0.84906405
16,auc,val,1,2,0.911576
17,loss,val,1,2,0.38209283
18,binary_accuracy,train,2,0,0.65807027
19,auc,train,2,0,0.7168054
20,loss,train,2,0,0.64716
21,binary_accuracy,val,2,0,0.767647
22,auc,val,2,0,0.8515931
23,loss,val,2,0,0.59670526
24,binary_accuracy,train,2,1,0.76345044
25,auc,train,2,1,0.82217
26,loss,train,2,1,0.53854483
27,binary_accuracy,val,2,1,0.7486631
28,auc,val,2,1,0.8736406
29,loss,val,2,1,0.5022989
30,binary_accuracy,train,2,2,0.8082138
31,auc,train,2,2,0.87188697
32,loss,train,2,2,0.4618456
33,binary_accuracy,val,2,2,0.8244652
34,auc,val,2,2,0.903494
35,loss,val,2,2,0.41050544
