,metric,train/val,epoch,mean,median,min,max,std
0,auc,train,1,0.493353471159935,0.493353471159935,0.48750001192092896,0.49920693039894104,0.00827804144260044
1,auc,train,2,0.6804191768169403,0.6804191768169403,0.6788708567619324,0.6819674968719482,0.0021896552206864778
2,auc,train,3,0.8030778169631958,0.8030778169631958,0.7901434898376465,0.8160121440887451,0.018291900841122054
3,auc,train,4,0.8715161681175232,0.8715161681175232,0.8613858819007874,0.881646454334259,0.014326388158429055
4,auc,train,5,0.8782288134098053,0.8782288134098053,0.8544183969497681,0.9020392298698425,0.03367301388353623
5,auc,val,1,0.6685605943202972,0.6685605943202972,0.6022727489471436,0.7348484396934509,0.09374516994720457
6,auc,val,2,0.7547348141670227,0.7547348141670227,0.7359307408332825,0.7735388875007629,0.026592975536433697
7,auc,val,3,0.8674242496490479,0.8674242496490479,0.8354978561401367,0.899350643157959,0.04515073869796247
8,auc,val,4,0.8342803120613098,0.8342803120613098,0.7491883635520935,0.9193722605705261,0.12033818763048677
9,auc,val,5,0.8919102549552917,0.8919102549552917,0.8706710934638977,0.9131494164466858,0.03003671023456183
10,binary_accuracy,train,1,0.7664233446121216,0.7664233446121216,0.7518247961997986,0.7810218930244446,0.020645465155667397
11,binary_accuracy,train,2,0.8102189600467682,0.8102189600467682,0.8029196858406067,0.8175182342529297,0.010322732577833699
12,binary_accuracy,train,3,0.8406326174736023,0.8406326174736023,0.8394160866737366,0.841849148273468,0.0017204343562146943
13,binary_accuracy,train,4,0.8625304102897644,0.8625304102897644,0.8491483926773071,0.8759124279022217,0.018925030799452704
14,binary_accuracy,train,5,0.8686131536960602,0.8686131536960602,0.8467153310775757,0.8905109763145447,0.030968197733501096
15,binary_accuracy,val,1,0.8073394298553467,0.8073394298553467,0.8073394298553467,0.8073394298553467,0.0
16,binary_accuracy,val,2,0.802752286195755,0.802752286195755,0.7981651425361633,0.8073394298553467,0.006487200775948298
17,binary_accuracy,val,3,0.8119266033172607,0.8119266033172607,0.7981651425361633,0.8256880640983582,0.019461644474693406
18,binary_accuracy,val,4,0.8302752077579498,0.8302752077579498,0.8073394298553467,0.853210985660553,0.032436088173438515
19,binary_accuracy,val,5,0.857798159122467,0.857798159122467,0.853210985660553,0.8623853325843811,0.006487242922796809
20,loss,train,1,0.6232470571994781,0.6232470571994781,0.6004696488380432,0.6460244655609131,0.03221211982045162
21,loss,train,2,0.4649599492549896,0.4649599492549896,0.4600509703159332,0.469868928194046,0.006942344593017443
22,loss,train,3,0.39010633528232574,0.39010633528232574,0.3847382664680481,0.3954744040966034,0.00759159572090351
23,loss,train,4,0.3329744189977646,0.3329744189977646,0.31675854325294495,0.34919029474258423,0.02293271140408085
24,loss,train,5,0.3162078708410263,0.3162078708410263,0.28264549374580383,0.3497702479362488,0.047464368873543744
25,loss,val,1,0.5112715363502502,0.5112715363502502,0.5065760612487793,0.5159670114517212,0.006640404570285399
26,loss,val,2,0.42718181014060974,0.42718181014060974,0.4183803200721741,0.4359833002090454,0.012447186623873823
27,loss,val,3,0.3925996422767639,0.3925996422767639,0.3876144289970398,0.39758485555648804,0.00705015623150831
28,loss,val,4,0.36030712723731995,0.36030712723731995,0.29298877716064453,0.42762547731399536,0.09520252367501425
29,loss,val,5,0.34566323459148407,0.34566323459148407,0.3394225835800171,0.35190388560295105,0.008825613298453976
