,metric,train/val,run,epoch,value
0,loss,train,1,1,0.41022202372550964
1,loss,train,1,2,0.2851346433162689
2,loss,train,1,3,0.28491780161857605
3,loss,train,1,4,0.23573139309883118
4,binary_accuracy,train,1,1,0.8705233931541443
5,binary_accuracy,train,1,2,0.8870523571968079
6,binary_accuracy,train,1,3,0.8870523571968079
7,binary_accuracy,train,1,4,0.9008264541625977
8,auc,train,1,1,0.5539690852165222
9,auc,train,1,2,0.8177549242973328
10,auc,train,1,3,0.8187774419784546
11,auc,train,1,4,0.9056581854820251
12,loss,val,1,1,0.3622329533100128
13,loss,val,1,2,0.3559022545814514
14,loss,val,1,3,0.35309967398643494
15,loss,val,1,4,0.5388249158859253
16,binary_accuracy,val,1,1,0.8865979313850403
17,binary_accuracy,val,1,2,0.8865979313850403
18,binary_accuracy,val,1,3,0.8865979313850403
19,binary_accuracy,val,1,4,0.8865979313850403
20,auc,val,1,1,0.6247357726097107
21,auc,val,1,2,0.7753699421882629
22,auc,val,1,3,0.7769556045532227
23,auc,val,1,4,0.764799177646637
24,loss,train,1,1,0.5447878241539001
25,loss,train,1,2,0.5083580613136292
26,loss,train,1,3,0.47196224331855774
27,loss,train,1,4,0.40273699164390564
28,binary_accuracy,train,1,1,0.7931873202323914
29,binary_accuracy,train,1,2,0.8053528070449829
30,binary_accuracy,train,1,3,0.8053528070449829
31,binary_accuracy,train,1,4,0.8321167826652527
32,auc,train,1,1,0.5742446780204773
33,auc,train,1,2,0.5406533479690552
34,auc,train,1,3,0.6569108366966248
35,auc,train,1,4,0.787726640701294
36,loss,val,1,1,0.5224418640136719
37,loss,val,1,2,0.5098859667778015
38,loss,val,1,3,0.427883118391037
39,loss,val,1,4,0.36418741941452026
40,binary_accuracy,val,1,1,0.8073394298553467
41,binary_accuracy,val,1,2,0.8073394298553467
42,binary_accuracy,val,1,3,0.7981651425361633
43,binary_accuracy,val,1,4,0.8623853325843811
44,auc,val,1,1,0.48106059432029724
45,auc,val,1,2,0.5370671153068542
46,auc,val,1,3,0.748106062412262
47,auc,val,1,4,0.8403679728507996
48,loss,train,1,1,1.1757361888885498
49,loss,train,1,2,0.6841942071914673
50,loss,train,1,3,0.7126771807670593
51,loss,train,1,4,0.6665245294570923
52,binary_accuracy,train,1,1,0.5
53,binary_accuracy,train,1,2,0.512499988079071
54,binary_accuracy,train,1,3,0.550000011920929
55,binary_accuracy,train,1,4,0.5
56,auc,train,1,1,0.5028142929077148
57,auc,train,1,2,0.6056910753250122
58,auc,train,1,3,0.5368980169296265
59,auc,train,1,4,0.7476548552513123
60,loss,val,1,1,0.6697385907173157
61,loss,val,1,2,0.6686480641365051
62,loss,val,1,3,0.6543904542922974
63,loss,val,1,4,0.5988124012947083
64,binary_accuracy,val,1,1,0.4761904776096344
65,binary_accuracy,val,1,2,0.523809552192688
66,binary_accuracy,val,1,3,0.7142857313156128
67,binary_accuracy,val,1,4,0.7142857313156128
68,auc,val,1,1,0.8090909719467163
69,auc,val,1,2,0.9318181276321411
70,auc,val,1,3,0.9000000357627869
71,auc,val,1,4,0.8500000238418579
72,loss,train,1,1,0.7327749133110046
73,loss,train,1,2,0.6768625378608704
74,loss,train,1,3,0.6392077803611755
75,loss,train,1,4,0.6348926424980164
76,binary_accuracy,train,1,1,0.6694214940071106
77,binary_accuracy,train,1,2,0.6942148804664612
78,binary_accuracy,train,1,3,0.6776859760284424
79,binary_accuracy,train,1,4,0.6776859760284424
80,auc,train,1,1,0.4551282525062561
81,auc,train,1,2,0.5126641988754272
82,auc,train,1,3,0.5229830741882324
83,auc,train,1,4,0.536116361618042
84,loss,val,1,1,0.6844853162765503
85,loss,val,1,2,0.6638607978820801
86,loss,val,1,3,0.6572723984718323
87,loss,val,1,4,0.6458777189254761
88,binary_accuracy,val,1,1,0.6875
89,binary_accuracy,val,1,2,0.6875
90,binary_accuracy,val,1,3,0.6875
91,binary_accuracy,val,1,4,0.6875
92,auc,val,1,1,0.3636363744735718
93,auc,val,1,2,0.3795454502105713
94,auc,val,1,3,0.35681819915771484
95,auc,val,1,4,0.34999996423721313
96,loss,train,1,1,0.7233858704566956
97,loss,train,1,2,0.5964831709861755
98,loss,train,1,3,0.4808988869190216
99,loss,train,1,4,0.41222381591796875
100,binary_accuracy,train,1,1,0.545176088809967
101,binary_accuracy,train,1,2,0.7151607871055603
102,binary_accuracy,train,1,3,0.784073531627655
103,binary_accuracy,train,1,4,0.8162328004837036
104,auc,train,1,1,0.6112335920333862
105,auc,train,1,2,0.7754968404769897
106,auc,train,1,3,0.8584282398223877
107,auc,train,1,4,0.897632896900177
108,loss,val,1,1,0.6433627605438232
109,loss,val,1,2,0.5213468670845032
110,loss,val,1,3,0.48481693863868713
111,loss,val,1,4,0.44908270239830017
112,binary_accuracy,val,1,1,0.7356321811676025
113,binary_accuracy,val,1,2,0.7356321811676025
114,binary_accuracy,val,1,3,0.8045976758003235
115,binary_accuracy,val,1,4,0.7988505959510803
116,auc,val,1,1,0.806884229183197
117,auc,val,1,2,0.8409091234207153
118,auc,val,1,3,0.8759249448776245
119,auc,val,1,4,0.8845137357711792
120,loss,train,2,1,0.4011445641517639
121,loss,train,2,2,0.31066691875457764
122,loss,train,2,3,0.28261977434158325
123,loss,train,2,4,0.233184814453125
124,binary_accuracy,train,2,1,0.8815426826477051
125,binary_accuracy,train,2,2,0.8870523571968079
126,binary_accuracy,train,2,3,0.8870523571968079
127,binary_accuracy,train,2,4,0.8898071646690369
128,auc,train,2,1,0.5659748315811157
129,auc,train,2,2,0.7868504524230957
130,auc,train,2,3,0.8262385129928589
131,auc,train,2,4,0.9063400030136108
132,loss,val,2,1,0.3642417788505554
133,loss,val,2,2,0.34314507246017456
134,loss,val,2,3,0.35802510380744934
135,loss,val,2,4,0.43724048137664795
136,binary_accuracy,val,2,1,0.8865979313850403
137,binary_accuracy,val,2,2,0.8865979313850403
138,binary_accuracy,val,2,3,0.8865979313850403
139,binary_accuracy,val,2,4,0.8865979313850403
140,auc,val,2,1,0.7283297777175903
141,auc,val,2,2,0.7716702222824097
142,auc,val,2,3,0.7891120314598083
143,auc,val,2,4,0.7748414278030396
144,loss,train,2,1,0.5343788266181946
145,loss,train,2,2,0.4388582408428192
146,loss,train,2,3,0.3783837854862213
147,loss,train,2,4,0.3272421061992645
148,binary_accuracy,train,2,1,0.8053528070449829
149,binary_accuracy,train,2,2,0.8150851726531982
150,binary_accuracy,train,2,3,0.8321167826652527
151,binary_accuracy,train,2,4,0.8759124279022217
152,auc,train,2,1,0.5313066244125366
153,auc,train,2,2,0.7202606201171875
154,auc,train,2,3,0.8176359534263611
155,auc,train,2,4,0.8632175922393799
156,loss,val,2,1,0.4750517010688782
157,loss,val,2,2,0.4221051335334778
158,loss,val,2,3,0.39446377754211426
159,loss,val,2,4,0.3122715353965759
160,binary_accuracy,val,2,1,0.7981651425361633
161,binary_accuracy,val,2,2,0.8073394298553467
162,binary_accuracy,val,2,3,0.8165137767791748
163,binary_accuracy,val,2,4,0.8807339668273926
164,auc,val,2,1,0.6371753215789795
165,auc,val,2,2,0.771374523639679
166,auc,val,2,3,0.8179112076759338
167,auc,val,2,4,0.8925866484642029
168,loss,train,2,1,0.8698528409004211
169,loss,train,2,2,0.73036128282547
170,loss,train,2,3,0.7208485007286072
171,loss,train,2,4,0.6492224931716919
172,binary_accuracy,train,2,1,0.5375000238418579
173,binary_accuracy,train,2,2,0.5249999761581421
174,binary_accuracy,train,2,3,0.44999998807907104
175,binary_accuracy,train,2,4,0.6875
176,auc,train,2,1,0.5481550693511963
177,auc,train,2,2,0.5225141048431396
178,auc,train,2,3,0.4205753803253174
179,auc,train,2,4,0.8320825695991516
180,loss,val,2,1,0.7873156666755676
181,loss,val,2,2,0.6835023164749146
182,loss,val,2,3,0.681320071220398
183,loss,val,2,4,0.6488257050514221
184,binary_accuracy,val,2,1,0.4761904776096344
185,binary_accuracy,val,2,2,0.4761904776096344
186,binary_accuracy,val,2,3,0.4761904776096344
187,binary_accuracy,val,2,4,0.523809552192688
188,auc,val,2,1,0.6545454263687134
189,auc,val,2,2,0.6681817770004272
190,auc,val,2,3,0.7681818604469299
