,metric,train/val,epoch,mean,median,min,max,std
0,auc,train,1,0.6130991578102112,0.6130991578102112,0.5734490752220154,0.652749240398407,0.05607368454543981
1,auc,train,2,0.808991402387619,0.808991402387619,0.7735382318496704,0.8444445729255676,0.05013835460389316
2,auc,train,3,0.8723812997341156,0.8723812997341156,0.8416059017181396,0.9031566977500916,0.04352298526162323
3,auc,train,4,0.9081228077411652,0.9081228077411652,0.8728187084197998,0.9434269070625305,0.04992753606764167
4,auc,train,5,0.934556782245636,0.934556782245636,0.9050708413124084,0.9640427231788635,0.04169941756710238
5,auc,val,1,0.8369718790054321,0.8369718790054321,0.7813167572021484,0.8926270008087158,0.07870822806973034
6,auc,val,2,0.8931764662265778,0.8931764662265778,0.8618010878562927,0.9245518445968628,0.04437148561584455
7,auc,val,3,0.9225245118141174,0.9225245118141174,0.8993490934371948,0.94569993019104,0.032774990982314615
8,auc,val,4,0.9168587028980255,0.9168587028980255,0.8858088254928589,0.9479085803031921,0.043911157736408565
9,auc,val,5,0.942104160785675,0.942104160785675,0.9299295544624329,0.9542787671089172,0.017217493378882343
10,binary_accuracy,train,1,0.5856879651546478,0.5856879651546478,0.5767813324928284,0.5945945978164673,0.012595880705420257
11,binary_accuracy,train,2,0.7328009903430939,0.7328009903430939,0.6953316926956177,0.7702702879905701,0.05298958890565514
12,binary_accuracy,train,3,0.790847659111023,0.790847659111023,0.7506142258644104,0.8310810923576355,0.056898666958192054
13,binary_accuracy,train,4,0.8255528211593628,0.8255528211593628,0.775798499584198,0.8753071427345276,0.07036323635827034
14,binary_accuracy,train,5,0.8565724790096283,0.8565724790096283,0.810196578502655,0.9029483795166016,0.0655854274642269
15,binary_accuracy,val,1,0.7078521847724915,0.7078521847724915,0.6166281700134277,0.7990761995315552,0.1290102388863913
16,binary_accuracy,val,2,0.7921478152275085,0.7921478152275085,0.7575057744979858,0.8267898559570312,0.04899124382797216
17,binary_accuracy,val,3,0.8198614418506622,0.8198614418506622,0.7806004881858826,0.8591223955154419,0.05552337314443307
18,binary_accuracy,val,4,0.8337182402610779,0.8337182402610779,0.8013857007026672,0.8660507798194885,0.04572511594946894
19,binary_accuracy,val,5,0.8637413382530212,0.8637413382530212,0.8545034527778625,0.8729792237281799,0.013064342926618846
20,loss,train,1,0.6975551843643188,0.6975551843643188,0.6848284602165222,0.7102819085121155,0.017998305894395165
21,loss,train,2,0.5386574417352676,0.5386574417352676,0.4985794723033905,0.5787354111671448,0.056678807922934976
22,loss,train,3,0.4467434138059616,0.4467434138059616,0.3973442316055298,0.49614259600639343,0.06986099343799028
23,loss,train,4,0.3806358128786087,0.3806358128786087,0.3061222434043884,0.455149382352829,0.10537810053127217
24,loss,train,5,0.319540336728096,0.319540336728096,0.24373620748519897,0.39534446597099304,0.10720322765918792
25,loss,val,1,0.5762763023376465,0.5762763023376465,0.5142797827720642,0.6382728219032288,0.0876763187895754
26,loss,val,2,0.4278067797422409,0.4278067797422409,0.3610997796058655,0.49451377987861633,0.09433794429808603
27,loss,val,3,0.37840908765792847,0.37840908765792847,0.31744080781936646,0.4393773674964905,0.08622216822225254
28,loss,val,4,0.3821802884340286,0.3821802884340286,0.3235110640525818,0.44084951281547546,0.08297081281415238
29,loss,val,5,0.3172909915447235,0.3172909915447235,0.2846197485923767,0.3499622344970703,0.046204114882795244
