,metric,train/val,run,epoch,value
0,binary_accuracy,train,1,1,0.66937095
1,auc,train,1,1,0.74183255
2,loss,train,1,1,0.6142782
3,binary_accuracy,val,1,1,0.539239
4,auc,val,1,1,0.7067648
5,loss,val,1,1,0.68691003
6,binary_accuracy,train,1,2,0.71808606
7,auc,train,1,2,0.79161954
8,loss,train,1,2,0.5695809
9,binary_accuracy,val,1,2,0.7580163
10,auc,val,1,2,0.8592723
11,loss,val,1,2,0.61415803
12,binary_accuracy,train,1,3,0.74757737
13,auc,train,1,3,0.81892425
14,loss,train,1,3,0.54030746
15,binary_accuracy,val,1,3,0.7985547
16,auc,val,1,3,0.87681395
17,loss,val,1,3,0.5571947
18,binary_accuracy,train,1,4,0.76787376
19,auc,train,1,4,0.84163153
20,loss,train,1,4,0.49546033
21,binary_accuracy,val,1,4,0.8125836
22,auc,val,1,4,0.9028489
23,loss,val,1,4,0.49376148
24,binary_accuracy,train,1,5,0.8051032
25,auc,train,1,5,0.86625826
26,loss,train,1,5,0.46315938
27,binary_accuracy,val,1,5,0.8028323
28,auc,val,1,5,0.90570843
29,loss,val,1,5,0.435865
30,binary_accuracy,train,2,1,0.6823718
31,auc,train,2,1,0.7361643
32,loss,train,2,1,0.6294619
33,binary_accuracy,val,2,1,0.5416122
34,auc,val,2,1,0.60836536
35,loss,val,2,1,0.69208187
36,binary_accuracy,train,2,2,0.6951326
37,auc,train,2,2,0.7548532
38,loss,train,2,2,0.5951792
39,binary_accuracy,val,2,2,0.7011594
40,auc,val,2,2,0.81723225
41,loss,val,2,2,0.6710263
42,binary_accuracy,train,2,3,0.761222
43,auc,train,2,3,0.80769324
44,loss,train,2,3,0.55663514
45,binary_accuracy,val,2,3,0.7245798
46,auc,val,2,3,0.84087706
47,loss,val,2,3,0.61168385
48,binary_accuracy,train,2,4,0.7610376
49,auc,train,2,4,0.83746517
50,loss,train,2,4,0.50357217
51,binary_accuracy,val,2,4,0.8041842
52,auc,val,2,4,0.8893939
53,loss,val,2,4,0.5359342
54,binary_accuracy,train,2,5,0.7955295
55,auc,train,2,5,0.8551834
56,loss,train,2,5,0.4759939
57,binary_accuracy,val,2,5,0.8179777
58,auc,val,2,5,0.9045241
59,loss,val,2,5,0.4403849
