,metric,train/val,run,epoch,value
0,binary_accuracy,train,1,0,0.7975614
1,auc,train,1,0,0.87771285
2,loss,train,1,0,0.45211992
3,binary_accuracy,val,1,0,0.608106
4,auc,val,1,0,0.8481007
5,loss,val,1,0,0.61172897
6,binary_accuracy,train,1,1,0.91152483
7,auc,train,1,1,0.96568865
8,loss,train,1,1,0.23931825
9,binary_accuracy,val,1,1,0.9343937
10,auc,val,1,1,0.9800523
11,loss,val,1,1,0.182048
12,binary_accuracy,train,1,2,0.94074947
13,auc,train,1,2,0.98219776
14,loss,train,1,2,0.1674517
15,binary_accuracy,val,1,2,0.952727
16,auc,val,1,2,0.9861729
17,loss,val,1,2,0.15646984
18,binary_accuracy,train,1,3,0.9539031
19,auc,train,1,3,0.98872423
20,loss,train,1,3,0.13083439
21,binary_accuracy,val,1,3,0.960227
22,auc,val,1,3,0.990886
23,loss,val,1,3,0.12511943
24,binary_accuracy,train,1,4,0.9609241
25,auc,train,1,4,0.9920474
26,loss,train,1,4,0.10919035
27,binary_accuracy,val,1,4,0.96818155
28,auc,val,1,4,0.9942437
29,loss,val,1,4,0.09687265
30,binary_accuracy,train,2,0,0.7936153
31,auc,train,2,0,0.87451077
32,loss,train,2,0,0.4531949
33,binary_accuracy,val,2,0,0.7487877
34,auc,val,2,0,0.91362023
35,loss,val,2,0,0.49934962
36,binary_accuracy,train,2,1,0.91299677
37,auc,train,2,1,0.96585417
38,loss,train,2,1,0.23770243
39,binary_accuracy,val,2,1,0.9361361
40,auc,val,2,1,0.9814968
41,loss,val,2,1,0.18789324
42,binary_accuracy,train,2,2,0.93915576
43,auc,train,2,2,0.98201984
44,loss,train,2,2,0.16999646
45,binary_accuracy,val,2,2,0.945227
46,auc,val,2,2,0.98686934
47,loss,val,2,2,0.15262236
48,binary_accuracy,train,2,3,0.94958246
49,auc,train,2,3,0.98610425
50,loss,train,2,3,0.14501372
51,binary_accuracy,val,2,3,0.9620453
52,auc,val,2,3,0.99164313
53,loss,val,2,3,0.12000341
54,binary_accuracy,train,2,4,0.9559762
55,auc,train,2,4,0.9891284
56,loss,train,2,4,0.12740484
57,binary_accuracy,val,2,4,0.95749986
58,auc,val,2,4,0.9921291
59,loss,val,2,4,0.12732698
60,binary_accuracy,train,3,0,0.83415526
61,auc,train,3,0,0.91154945
62,loss,train,3,0,0.38624334
63,binary_accuracy,val,3,0,0.90886354
64,auc,val,3,0,0.9618519
65,loss,val,3,0,0.50299007
66,binary_accuracy,train,3,1,0.91753525
67,auc,train,3,1,0.9691518
68,loss,train,3,1,0.22598219
69,binary_accuracy,val,3,1,0.93871194
70,auc,val,3,1,0.9838919
71,loss,val,3,1,0.17537615
72,binary_accuracy,train,3,2,0.94379
73,auc,train,3,2,0.98383594
74,loss,train,3,2,0.15890862
