,metric,train/val,run,epoch,value
0,loss,train,1,1,0.705599308013916
1,loss,train,1,2,0.5683044791221619
2,binary_accuracy,train,1,1,0.524547815322876
3,binary_accuracy,train,1,2,0.7493540048599243
4,loss,val,1,1,0.6174255013465881
5,loss,val,1,2,0.4903225600719452
6,binary_accuracy,val,1,1,0.6844660043716431
7,binary_accuracy,val,1,2,0.7475728392601013
8,loss,train,2,1,0.740227460861206
9,loss,train,2,2,0.6093426942825317
10,binary_accuracy,train,2,1,0.5542635917663574
11,binary_accuracy,train,2,2,0.6937984228134155
12,loss,val,2,1,0.6255477666854858
13,loss,val,2,2,0.542757511138916
14,binary_accuracy,val,2,1,0.7135922312736511
15,binary_accuracy,val,2,2,0.6990291476249695
