,metric,train/val,run,epoch,value
0,loss,train,1,1,0.7542757391929626
1,loss,train,1,2,0.6293983459472656
2,loss,train,1,3,0.4871632754802704
3,loss,train,1,4,0.4092475473880768
4,loss,train,1,5,0.3679022192955017
5,binary_accuracy,train,1,1,0.5313935875892639
6,binary_accuracy,train,1,2,0.6600306034088135
7,binary_accuracy,train,1,3,0.776416540145874
8,binary_accuracy,train,1,4,0.8208269476890564
9,binary_accuracy,train,1,5,0.8284839391708374
10,auc,train,1,1,0.5405837893486023
11,auc,train,1,2,0.7141731381416321
12,auc,train,1,3,0.8498011231422424
13,auc,train,1,4,0.8976515531539917
14,auc,train,1,5,0.9182647466659546
15,loss,val,1,1,0.6371995806694031
16,loss,val,1,2,0.4472908079624176
17,loss,val,1,3,0.3791798949241638
18,loss,val,1,4,0.46077364683151245
19,loss,val,1,5,0.32835260033607483
20,binary_accuracy,val,1,1,0.7241379022598267
21,binary_accuracy,val,1,2,0.8103448152542114
22,binary_accuracy,val,1,3,0.7816091775894165
23,binary_accuracy,val,1,4,0.7701149582862854
24,binary_accuracy,val,1,5,0.8333333134651184
25,auc,val,1,1,0.8374735116958618
26,auc,val,1,2,0.910148024559021
27,auc,val,1,3,0.9362447261810303
28,auc,val,1,4,0.895348846912384
29,auc,val,1,5,0.9417944550514221
30,loss,train,2,1,0.822537362575531
31,loss,train,2,2,0.6837702989578247
32,loss,train,2,3,0.7023032903671265
33,loss,train,2,4,0.6369787454605103
34,loss,train,2,5,0.5551950335502625
35,binary_accuracy,train,2,1,0.48085758090019226
36,binary_accuracy,train,2,2,0.5696784257888794
37,binary_accuracy,train,2,3,0.5298621654510498
38,binary_accuracy,train,2,4,0.6768759489059448
39,binary_accuracy,train,2,5,0.7289433479309082
40,auc,train,2,1,0.4594819247722626
41,auc,train,2,2,0.5879979729652405
42,auc,train,2,3,0.5351842045783997
43,auc,train,2,4,0.7191457748413086
44,auc,train,2,5,0.800163209438324
45,loss,val,2,1,0.695055365562439
46,loss,val,2,2,0.8191973567008972
47,loss,val,2,3,0.6587983965873718
48,loss,val,2,4,0.5157272815704346
49,loss,val,2,5,0.4189399778842926
50,binary_accuracy,val,2,1,0.5057471394538879
51,binary_accuracy,val,2,2,0.49425286054611206
52,binary_accuracy,val,2,3,0.5114942789077759
53,binary_accuracy,val,2,4,0.7816091775894165
54,binary_accuracy,val,2,5,0.7758620977401733
55,auc,val,2,1,0.512883186340332
56,auc,val,2,2,0.7420058250427246
57,auc,val,2,3,0.8808799982070923
58,auc,val,2,4,0.8710359334945679
59,auc,val,2,5,0.9134513735771179
