,metric,train/val,epoch,mean,median,min,max,std
0,auc,train,1,0.5878079235553741,0.5878079235553741,0.5423617362976074,0.6332541108131409,0.06427061437808104
1,auc,train,2,0.7816727459430695,0.7816727459430695,0.7378919124603271,0.8254535794258118,0.06191544848329228
2,auc,train,3,0.8500004708766937,0.8500004708766937,0.8353708386421204,0.8646301031112671,0.02068942431866426
3,auc,train,4,0.8802025616168976,0.8802025616168976,0.8443968296051025,0.9160082936286926,0.050636951821777035
4,auc,train,5,0.9146080613136292,0.9146080613136292,0.8878704309463501,0.9413456916809082,0.037812719491124754
5,auc,val,1,0.7965116500854492,0.7965116500854492,0.7704149484634399,0.8226083517074585,0.036906309367049465
6,auc,val,2,0.8340050280094147,0.8340050280094147,0.8276295065879822,0.8403805494308472,0.009016348861390027
7,auc,val,3,0.8497951626777649,0.8497951626777649,0.83225417137146,0.8673361539840698,0.02480670780284499
8,auc,val,4,0.8645282685756683,0.8645282685756683,0.8502246141433716,0.8788319230079651,0.0202284220896521
9,auc,val,5,0.870077908039093,0.870077908039093,0.8441463708877563,0.8960094451904297,0.036672731532602094
10,binary_accuracy,train,1,0.5658499300479889,0.5658499300479889,0.5344563722610474,0.5972434878349304,0.0443971951934362
11,binary_accuracy,train,2,0.7228177487850189,0.7228177487850189,0.6952526569366455,0.7503828406333923,0.038982926740029726
12,binary_accuracy,train,3,0.7871363162994385,0.7871363162994385,0.7871363162994385,0.7871363162994385,0.0
13,binary_accuracy,train,4,0.8254211246967316,0.8254211246967316,0.8009188175201416,0.8499234318733215,0.03465149511856515
14,binary_accuracy,train,5,0.8437978625297546,0.8437978625297546,0.8223583698272705,0.8652373552322388,0.03032002135025206
15,binary_accuracy,val,1,0.6925287246704102,0.6925287246704102,0.6781609058380127,0.7068965435028076,0.020319164254496057
16,binary_accuracy,val,2,0.752873569726944,0.752873569726944,0.7126436829566956,0.7931034564971924,0.05689365148321925
17,binary_accuracy,val,3,0.752873569726944,0.752873569726944,0.7356321811676025,0.7701149582862854,0.02438300553476497
18,binary_accuracy,val,4,0.8017241358757019,0.8017241358757019,0.7873563170433044,0.8160919547080994,0.020319164254496057
19,binary_accuracy,val,5,0.7902298867702484,0.7902298867702484,0.7586206793785095,0.8218390941619873,0.044702169789261025
20,loss,train,1,0.751393049955368,0.751393049955368,0.6975023746490479,0.8052837252616882,0.07621292390364286
21,loss,train,2,0.5815017819404602,0.5815017819404602,0.5498693585395813,0.6131342053413391,0.04473500218425101
22,loss,train,3,0.5059507340192795,0.5059507340192795,0.4760952889919281,0.5358061790466309,0.0422219752683647
23,loss,train,4,0.4417993724346161,0.4417993724346161,0.3780801296234131,0.5055186152458191,0.09011261736774763
24,loss,train,5,0.3701959550380707,0.3701959550380707,0.3091677725315094,0.43122413754463196,0.08630688338775942
25,loss,val,1,0.6301772594451904,0.6301772594451904,0.6094366908073425,0.6509178280830383,0.02933159345897457
26,loss,val,2,0.546810507774353,0.546810507774353,0.5356466770172119,0.5579743385314941,0.01578804086478686
27,loss,val,3,0.5115467458963394,0.5115467458963394,0.46623966097831726,0.5568538308143616,0.06407389396265643
28,loss,val,4,0.5029591172933578,0.5029591172933578,0.45171883702278137,0.5541993975639343,0.07246469929844777
29,loss,val,5,0.47552959620952606,0.47552959620952606,0.4292130768299103,0.5218461155891418,0.06550144986856893
