,metric,train/val,epoch,mean,median,min,max,std
0,binary_accuracy,train,1,0.6664626896381378,0.6664626896381378,0.6425948739051819,0.6903305053710938,0.033754188713768216
1,binary_accuracy,train,2,0.8359853029251099,0.8359853029251099,0.8243573904037476,0.8476132154464722,0.0164443515897985
2,binary_accuracy,val,1,0.7453916966915131,0.7453916966915131,0.7027649879455566,0.7880184054374695,0.0602832696278594
3,binary_accuracy,val,2,0.8421658873558044,0.8421658873558044,0.8317972421646118,0.8525345325469971,0.014663478652819186
4,loss,train,1,0.6142270863056183,0.6142270863056183,0.6056452989578247,0.6228088736534119,0.012136480056651513
5,loss,train,2,0.4069434702396393,0.4069434702396393,0.40200063586235046,0.4118863046169281,0.006990223412925819
6,loss,val,1,0.5073786079883575,0.5073786079883575,0.4635791778564453,0.5511780381202698,0.061941748116763076
7,loss,val,2,0.3786574453115463,0.3786574453115463,0.36843758821487427,0.3888773024082184,0.014453060511628547
