,metric,train/val,run,epoch,value
0,binary_accuracy,train,1,0,0.81151515
1,auc,train,1,0,0.8415449
2,loss,train,1,0,0.5326162
3,binary_accuracy,val,1,0,0.48514557
4,auc,val,1,0,0.519494
5,loss,val,1,0,0.69370234
6,binary_accuracy,train,1,1,0.82522726
7,auc,train,1,1,0.8569251
8,loss,train,1,1,0.47582653
9,binary_accuracy,val,1,1,0.49839574
10,auc,val,1,1,0.77636176
11,loss,val,1,1,0.6846631
12,binary_accuracy,train,1,2,0.8156439
13,auc,train,1,2,0.8497632
14,loss,train,1,2,0.4763711
15,binary_accuracy,val,1,2,0.47938204
16,auc,val,1,2,0.623997
17,loss,val,1,2,0.6955732
18,binary_accuracy,train,2,0,0.82522714
19,auc,train,2,0,0.8334237
20,loss,train,2,0,0.52999145
21,binary_accuracy,val,2,0,0.48969105
22,auc,val,2,0,0.53554237
23,loss,val,2,0,0.69429624
24,binary_accuracy,train,2,1,0.8277272
25,auc,train,2,1,0.8552566
26,loss,train,2,1,0.47246367
27,binary_accuracy,val,2,1,0.5150624
28,auc,val,2,1,0.79481727
29,loss,val,2,1,0.675884
30,binary_accuracy,train,2,2,0.8196212
31,auc,train,2,2,0.86849684
32,loss,train,2,2,0.44059658
33,binary_accuracy,val,2,2,0.49087936
34,auc,val,2,2,0.63381475
35,loss,val,2,2,0.69252783
