,metric,train/val,epoch,mean,median,min,max,std
0,auc,train,0,0.74681044,0.7470454,0.71433926,0.77452254,0.01975528823561182
1,auc,train,1,0.78916216,0.78684604,0.76693255,0.823286,0.019743487216629326
2,auc,train,2,0.8255342,0.8166139,0.80472547,0.87859267,0.02191764652796922
3,auc,train,3,0.8611739,0.85705715,0.83749235,0.8932278,0.019756528681918475
4,auc,train,4,0.88759506,0.88894594,0.85913396,0.9165804,0.01746477418768211
5,auc,val,0,0.65678513,0.6630602,0.4303884,0.807117,0.11408567975553134
6,auc,val,1,0.7825608,0.8356433,0.6136683,0.869441,0.09913649914443436
7,auc,val,2,0.8352892,0.84062636,0.7345391,0.88337606,0.042667789633695816
8,auc,val,3,0.86765045,0.8781263,0.8012377,0.8945262,0.03404442243416047
9,auc,val,4,0.8884902,0.8918108,0.86816055,0.9035105,0.012583535555233893
10,binary_accuracy,train,0,0.6729999,0.67688286,0.6247586,0.71505165,0.026733633667399552
11,binary_accuracy,train,1,0.7261899,0.7362838,0.6929196,0.74876785,0.022296624170280905
12,binary_accuracy,train,2,0.76466155,0.7535409,0.74438477,0.8062895,0.022177636898287105
13,binary_accuracy,train,3,0.8016644,0.8028492,0.769629,0.8347069,0.01885717996527289
14,binary_accuracy,train,4,0.81393826,0.814754,0.76317567,0.84046227,0.021059322721895927
15,binary_accuracy,val,0,0.5402482,0.51268387,0.46778712,0.68680364,0.0731949901064676
16,binary_accuracy,val,1,0.6688305,0.6689708,0.49640325,0.8062792,0.110685903107332
17,binary_accuracy,val,2,0.7243997,0.7315866,0.58324575,0.828729,0.07241066268731455
18,binary_accuracy,val,3,0.78689444,0.8009862,0.66024935,0.8531377,0.06185086618412449
19,binary_accuracy,val,4,0.8076202,0.816016,0.7630213,0.8354964,0.0246595896357733
20,loss,train,0,0.64691067,0.6538247,0.5941653,0.71032864,0.04528299497528373
21,loss,train,1,0.5655646,0.5669323,0.5195261,0.594906,0.02367902097260842
22,loss,train,2,0.51971376,0.5313875,0.44184402,0.5515643,0.032375359248735386
23,loss,train,3,0.47881967,0.4857368,0.414313,0.53136355,0.03925580589618696
24,loss,train,4,0.42499053,0.42534587,0.37122136,0.47206217,0.03126984705923247
25,loss,val,0,0.6889487,0.68971336,0.67847794,0.69484574,0.004577731776237011
26,loss,val,1,0.63783115,0.6446407,0.5688028,0.69008267,0.04788167188762329
27,loss,val,2,0.59366095,0.60674214,0.4702792,0.65589184,0.05262736964330564
28,loss,val,3,0.51236075,0.5087669,0.4456667,0.59613746,0.049043111132258475
29,loss,val,4,0.45837042,0.45075637,0.42347276,0.5011608,0.028420689906407316
