,metric,train/val,run,epoch,value
0,binary_accuracy,train,1,0,0.71505165
1,auc,train,1,0,0.76950103
2,loss,train,1,0,0.6035483
3,binary_accuracy,val,1,0,0.68680364
4,auc,val,1,0,0.807117
5,loss,val,1,0,0.67847794
6,binary_accuracy,train,1,1,0.74504244
7,auc,train,1,1,0.8033239
8,loss,train,1,1,0.54515547
9,binary_accuracy,val,1,1,0.7313414
10,auc,val,1,1,0.8601793
11,loss,val,1,1,0.59342986
12,binary_accuracy,train,1,2,0.7925991
13,auc,train,1,2,0.84420156
14,loss,train,1,2,0.49493283
15,binary_accuracy,val,1,2,0.73331
16,auc,val,1,2,0.8435553
17,loss,val,1,2,0.5618669
18,binary_accuracy,train,1,3,0.8136045
19,auc,train,1,3,0.877053
20,loss,train,1,3,0.4505651
21,binary_accuracy,val,1,3,0.8531377
22,auc,val,1,3,0.8916773
23,loss,val,1,3,0.48035774
24,binary_accuracy,train,1,4,0.82300204
25,auc,train,1,4,0.89758956
26,loss,train,1,4,0.40781477
27,binary_accuracy,val,1,4,0.8159353
28,auc,val,1,4,0.9035105
29,loss,val,1,4,0.433834
30,binary_accuracy,train,2,0,0.6812299
31,auc,train,2,0,0.7448622
32,loss,train,2,0,0.6632018
33,binary_accuracy,val,2,0,0.53055555
34,auc,val,2,0,0.59627616
35,loss,val,2,0,0.69042856
36,binary_accuracy,train,2,1,0.70028305
37,auc,train,2,1,0.77302736
38,loss,train,2,1,0.5802212
39,binary_accuracy,val,2,1,0.61864495
40,auc,val,2,1,0.71710414
41,loss,val,2,1,0.67659277
42,binary_accuracy,train,2,2,0.75191057
43,auc,train,2,2,0.8143828
44,loss,train,2,2,0.53961015
45,binary_accuracy,val,2,2,0.7459131
46,auc,val,2,2,0.8432779
47,loss,val,2,2,0.62460005
48,binary_accuracy,train,2,3,0.7885864
49,auc,train,2,3,0.84203696
50,loss,train,2,3,0.53136355
51,binary_accuracy,val,2,3,0.6934874
52,auc,val,2,3,0.8082906
53,loss,val,2,3,0.59613746
54,binary_accuracy,train,2,4,0.8102897
55,auc,train,2,4,0.8692313
56,loss,train,2,4,0.46128836
57,binary_accuracy,val,2,4,0.82469076
58,auc,val,2,4,0.8796628
59,loss,val,2,4,0.5008669
60,binary_accuracy,train,3,0,0.67253584
61,auc,train,3,0,0.75186425
62,loss,train,3,0,0.5979059
63,binary_accuracy,val,3,0,0.6571389
64,auc,val,3,0,0.76600516
65,loss,val,3,0,0.6869318
66,binary_accuracy,train,3,1,0.7426032
67,auc,train,3,1,0.80654377
68,loss,train,3,1,0.5521683
69,binary_accuracy,val,3,1,0.71929663
70,auc,val,3,1,0.827358
71,loss,val,3,1,0.5794736
72,binary_accuracy,train,3,2,0.78670913
73,auc,train,3,2,0.83414644
74,loss,train,3,2,0.5057169
75,binary_accuracy,val,3,2,0.7298631
76,auc,val,3,2,0.83797485
77,loss,val,3,2,0.56045127
78,binary_accuracy,train,3,3,0.8170038
79,auc,train,3,3,0.8819771
80,loss,train,3,3,0.44280618
81,binary_accuracy,val,3,3,0.8016496
82,auc,val,3,3,0.88237303
83,loss,val,3,3,0.479671
84,binary_accuracy,train,3,4,0.8217656
85,auc,train,3,4,0.89697903
86,loss,train,3,4,0.40793374
87,binary_accuracy,val,3,4,0.81959814
88,auc,val,3,4,0.8924457
89,loss,val,3,4,0.43018305
90,binary_accuracy,train,4,0,0.6247586
91,auc,train,4,0,0.71433926
92,loss,train,4,0,0.6835462
93,binary_accuracy,val,4,0,0.50866014
94,auc,val,4,0,0.7324584
95,loss,val,4,0,0.69063795
96,binary_accuracy,train,4,1,0.69809353
97,auc,train,4,1,0.7721759
98,loss,train,4,1,0.594906
99,binary_accuracy,val,4,1,0.5863912
100,auc,val,4,1,0.68451774
101,loss,val,4,1,0.6849584
102,binary_accuracy,train,4,2,0.74438477
103,auc,train,4,2,0.80472547
104,loss,train,4,2,0.5515643
105,binary_accuracy,val,4,2,0.7888734
106,auc,val,4,2,0.83701456
107,loss,val,4,2,0.60853326
108,binary_accuracy,train,4,3,0.7977314
109,auc,train,4,3,0.83749235
110,loss,train,4,3,0.5266271
111,binary_accuracy,val,4,3,0.66024935
112,auc,val,4,3,0.8012377
113,loss,val,4,3,0.5957946
114,binary_accuracy,train,4,4,0.76317567
115,auc,train,4,4,0.85913396
116,loss,train,4,4,0.47206217
117,binary_accuracy,val,4,4,0.7630213
118,auc,val,4,4,0.86816055
119,loss,val,4,4,0.5011608
120,binary_accuracy,train,5,0,0.65752995
121,auc,train,5,0,0.72872293
122,loss,train,5,0,0.71032864
