,metric,train/val,run,epoch,value
0,loss,train,1,1,0.8449487090110779
1,loss,train,1,2,0.6831532120704651
2,binary_accuracy,train,1,1,0.5155279636383057
3,binary_accuracy,train,1,2,0.5465838313102722
4,auc,train,1,1,0.5006753206253052
5,auc,train,1,2,0.5971558094024658
6,loss,val,1,1,0.6886211633682251
7,loss,val,1,2,0.7099384069442749
8,binary_accuracy,val,1,1,0.6221966743469238
9,binary_accuracy,val,1,2,0.4928119480609894
10,auc,val,1,1,0.6918726563453674
11,auc,val,1,2,0.6115682125091553
12,loss,train,2,1,0.7441652417182922
13,loss,train,2,2,0.6814563274383545
14,binary_accuracy,train,2,1,0.5155279636383057
15,binary_accuracy,train,2,2,0.5931677222251892
16,auc,train,2,1,0.5697745680809021
17,auc,train,2,2,0.6143485307693481
18,loss,val,2,1,0.6842255592346191
19,loss,val,2,2,0.6699731945991516
20,binary_accuracy,val,2,1,0.4928119480609894
21,binary_accuracy,val,2,2,0.5871190428733826
22,auc,val,2,1,0.777728796005249
23,auc,val,2,2,0.7098431587219238
24,loss,train,3,1,0.7126225233078003
25,loss,train,3,2,0.6738412380218506
26,binary_accuracy,train,3,1,0.5155279636383057
27,binary_accuracy,train,3,2,0.6055900454521179
28,auc,train,3,1,0.5110952258110046
29,auc,train,3,2,0.6194040775299072
30,loss,val,3,1,0.6687256097793579
31,loss,val,3,2,0.6415725946426392
32,binary_accuracy,val,3,1,0.5405405163764954
33,binary_accuracy,val,3,2,0.7297297120094299
34,auc,val,3,1,0.7928795218467712
35,auc,val,3,2,0.7489700317382812
36,loss,train,4,1,0.8172019124031067
37,loss,train,4,2,0.6904815435409546
38,binary_accuracy,train,4,1,0.5093167424201965
39,binary_accuracy,train,4,2,0.6149068474769592
40,auc,train,4,1,0.5053064227104187
41,auc,train,4,2,0.6080965995788574
42,loss,val,4,1,0.6870527863502502
43,loss,val,4,2,0.6866565942764282
44,binary_accuracy,val,4,1,0.6607245802879333
45,binary_accuracy,val,4,2,0.6302472949028015
46,auc,val,4,1,0.7839745283126831
47,auc,val,4,2,0.7319104075431824
48,loss,train,5,1,0.8742991089820862
49,loss,train,5,2,0.7024663686752319
50,binary_accuracy,train,5,1,0.4875776469707489
51,binary_accuracy,train,5,2,0.5341615080833435
52,auc,train,5,1,0.46713876724243164
53,auc,train,5,2,0.5511924624443054
54,loss,val,5,1,0.6885607838630676
55,loss,val,5,2,0.6922492384910583
56,binary_accuracy,val,5,1,0.6365727186203003
57,binary_accuracy,val,5,2,0.6705002784729004
58,auc,val,5,1,0.6786349415779114
59,auc,val,5,2,0.5073755979537964
60,loss,train,6,1,0.7944254279136658
61,loss,train,6,2,0.6829642057418823
62,binary_accuracy,train,6,1,0.4875776469707489
63,binary_accuracy,train,6,2,0.5807453393936157
64,auc,train,6,1,0.46522849798202515
65,auc,train,6,2,0.6104121208190918
66,loss,val,6,1,0.6821972727775574
67,loss,val,6,2,0.6425470113754272
68,binary_accuracy,val,6,1,0.5428407192230225
69,binary_accuracy,val,6,2,0.6992524266242981
70,auc,val,6,1,0.7111668586730957
71,auc,val,6,2,0.7789142727851868
72,loss,train,7,1,0.7079958319664001
73,loss,train,7,2,0.6820701360702515
74,binary_accuracy,train,7,1,0.5372670888900757
75,binary_accuracy,train,7,2,0.5559006333351135
76,auc,train,7,1,0.5827029943466187
77,auc,train,7,2,0.583609938621521
78,loss,val,7,1,0.6971116065979004
79,loss,val,7,2,0.6603019833564758
80,binary_accuracy,val,7,1,0.50661301612854
81,binary_accuracy,val,7,2,0.5968947410583496
82,auc,val,7,1,0.5791362524032593
83,auc,val,7,2,0.6978822350502014
84,loss,train,8,1,0.7669787406921387
85,loss,train,8,2,0.6929625272750854
86,binary_accuracy,train,8,1,0.5279502868652344
87,binary_accuracy,train,8,2,0.5465838313102722
88,auc,train,8,1,0.5224027633666992
89,auc,train,8,2,0.5374343991279602
90,loss,val,8,1,0.6936626434326172
91,loss,val,8,2,0.6869839429855347
92,binary_accuracy,val,8,1,0.4928119480609894
93,binary_accuracy,val,8,2,0.4928119480609894
94,auc,val,8,1,0.6257815361022949
95,auc,val,8,2,0.7800122499465942
96,loss,train,9,1,0.7534192204475403
97,loss,train,9,2,0.6845377683639526
98,binary_accuracy,train,9,1,0.4968944191932678
99,binary_accuracy,train,9,2,0.5621117949485779
100,auc,train,9,1,0.551906406879425
101,auc,train,9,2,0.605646014213562
102,loss,val,9,1,0.6747817397117615
103,loss,val,9,2,0.6799489855766296
104,binary_accuracy,val,9,1,0.5899942517280579
105,binary_accuracy,val,9,2,0.538815438747406
106,auc,val,9,1,0.8439230918884277
107,auc,val,9,2,0.6889157295227051
108,loss,train,10,1,0.7053279280662537
109,loss,train,10,2,0.68128901720047
110,binary_accuracy,train,10,1,0.5279502868652344
111,binary_accuracy,train,10,2,0.5869565010070801
112,auc,train,10,1,0.5426057577133179
113,auc,train,10,2,0.6408227682113647
114,loss,val,10,1,0.6810203790664673
115,loss,val,10,2,0.6654759645462036
116,binary_accuracy,val,10,1,0.5048878788948059
117,binary_accuracy,val,10,2,0.6843013167381287
118,auc,val,10,1,0.7333332300186157
119,auc,val,10,2,0.7478851675987244
